COUNTRY,DATE,TAVG
Ukraine,2031-01-01,10.605516938085048
Ukraine,2032-01-01,10.605478642322852
Ukraine,2033-01-01,10.605468421509098
Ukraine,2034-01-01,10.605465693660694
Ukraine,2035-01-01,10.605464965621117
Latvia,2026-01-01,7.81578071902491
Latvia,2027-01-01,7.769612854209913
Latvia,2028-01-01,7.7443042584002875
Latvia,2029-01-01,7.730430430264165
Latvia,2030-01-01,7.722824986303602
Latvia,2031-01-01,7.718655785325345
Latvia,2032-01-01,7.716370286032047
Latvia,2033-01-01,7.7151174063923005
Latvia,2034-01-01,7.7144305948075
Latvia,2035-01-01,7.71405409403436
Sweden,2026-01-01,5.826159774964418
Sweden,2027-01-01,5.835653350909163
Sweden,2028-01-01,5.833428347201617
Sweden,2029-01-01,5.833949819987784
Sweden,2030-01-01,5.833827602723251
Sweden,2031-01-01,5.833856246710332
Sweden,2032-01-01,5.833849533436237
Sweden,2033-01-01,5.833851106822266
Sweden,2034-01-01,5.833850738068725
Sweden,2035-01-01,5.833850824493272
Australia,2026-01-01,21.51520406842985
Australia,2027-01-01,21.512719939674874
Australia,2028-01-01,21.512616740418515
Australia,2029-01-01,21.512612453166298
Australia,2030-01-01,21.512612275059087
Australia,2031-01-01,21.5126122676599
Australia,2032-01-01,21.512612267352512
Australia,2033-01-01,21.512612267339744
Australia,2034-01-01,21.512612267339215
Australia,2035-01-01,21.512612267339193
Cyprus,2026-01-01,20.399830085264476
Cyprus,2027-01-01,20.39982148136821
Cyprus,2028-01-01,20.399821045696573
Cyprus,2029-01-01,20.399821023635663
Cyprus,2030-01-01,20.399821022518577
Cyprus,2031-01-01,20.39982102246201
Cyprus,2032-01-01,20.399821022459147
Cyprus,2033-01-01,20.399821022459
Cyprus,2034-01-01,20.399821022458994
Cyprus,2035-01-01,20.399821022458994
Jan Mayen [Norway],2026-01-01,0.8067456840174642
Jan Mayen [Norway],2027-01-01,0.8211698071786754
Jan Mayen [Norway],2028-01-01,0.8231188820371563
Jan Mayen [Norway],2029-01-01,0.8233822528335302
Jan Mayen [Norway],2030-01-01,0.8234178410902258
Jan Mayen [Norway],2031-01-01,0.8234226499909546
Jan Mayen [Norway],2032-01-01,0.8234232997987386
Jan Mayen [Norway],2033-01-01,0.8234233876047009
Jan Mayen [Norway],2034-01-01,0.8234233994695742
Jan Mayen [Norway],2035-01-01,0.8234234010728277
Russia,2026-01-01,-1.1825896019969897
Russia,2027-01-01,-1.1830810759058727
Russia,2028-01-01,-1.183067202207921
Russia,2029-01-01,-1.1830675938451807
Russia,2030-01-01,-1.1830675827897472
Russia,2031-01-01,-1.1830675831018285
Russia,2032-01-01,-1.1830675830930188
Russia,2033-01-01,-1.1830675830932675
Russia,2034-01-01,-1.1830675830932604
Russia,2035-01-01,-1.1830675830932607
Spain,2026-01-01,15.466510515119936
Spain,2027-01-01,15.460369405799915
Spain,2028-01-01,15.46030015647489
Spain,2029-01-01,15.46029937559496
Spain,2030-01-01,15.460299366789481
Spain,2031-01-01,15.460299366690188
Spain,2032-01-01,15.460299366689068
Spain,2033-01-01,15.460299366689055
Spain,2034-01-01,15.460299366689055
Spain,2035-01-01,15.460299366689055
Switzerland,2026-01-01,0.8576455841173369
Switzerland,2027-01-01,0.8932442533778484
Switzerland,2028-01-01,0.8889095651218383
Switzerland,2029-01-01,0.8894373804213174
Switzerland,2030-01-01,0.8893731107497953
Switzerland,2031-01-01,0.8893809365757644
Switzerland,2032-01-01,0.8893799836604834
Switzerland,2033-01-01,0.8893800996926488
Switzerland,2034-01-01,0.889380085563939
Switzerland,2035-01-01,0.8893800872843278
Germany,2026-01-01,10.829539607798875
Germany,2027-01-01,10.776209878624359
Germany,2028-01-01,10.767977212657339
Germany,2029-01-01,10.766706311980107
Germany,2030-01-01,10.766510119332688
Germany,2031-01-01,10.766479832501002
Germany,2032-01-01,10.766475157034384
Germany,2033-01-01,10.766474435268954
Germany,2034-01-01,10.766474323847918
Germany,2035-01-01,10.766474306647527
United States,2026-01-01,12.157453891958728
United States,2027-01-01,12.120583451762164
United States,2028-01-01,12.10978399678013
United States,2029-01-01,12.106620806232712
United States,2030-01-01,12.105694298880636
United States,2031-01-01,12.105422922287735
United States,2032-01-01,12.10534343532521
United States,2033-01-01,12.10532015337173
United States,2034-01-01,12.105313334022485
United States,2035-01-01,12.105311336616031
Finland,2026-01-01,3.8090151314862832
Finland,2027-01-01,3.78565819765208
Finland,2028-01-01,3.7837833704113306
Finland,2029-01-01,3.783632880744853
Finland,2030-01-01,3.7836208011573453
Finland,2031-01-01,3.783619831546356
Finland,2032-01-01,3.783619753717087
Finland,2033-01-01,3.783619747469844
Finland,2034-01-01,3.783619746968387
Finland,2035-01-01,3.7836197469281356
Estonia,2026-01-01,7.659853447429267
Estonia,2027-01-01,7.5172177839579595
Estonia,2028-01-01,7.479552205242198
Estonia,2029-01-01,7.469605914213247
Estonia,2030-01-01,7.4669794125476505
Estonia,2031-01-01,7.466285836321165
Estonia,2032-01-01,7.46610268472136
Estonia,2033-01-01,7.466054320162094
Estonia,2034-01-01,7.466041548607843
Estonia,2035-01-01,7.466038176043295
Portugal,2026-01-01,17.687838137040625
Portugal,2027-01-01,17.687122586928353
Portugal,2028-01-01,17.687080487131237
Portugal,2029-01-01,17.68707801016577
Portugal,2030-01-01,17.6870778644321
Portugal,2031-01-01,17.68707785585778
Portugal,2032-01-01,17.687077855353305
Portugal,2033-01-01,17.687077855323626
Portugal,2034-01-01,17.687077855321878
Portugal,2035-01-01,17.687077855321775
Federated States of Micronesia,2026-01-01,28.42084996237988
Federated States of Micronesia,2027-01-01,28.40199471903237
Federated States of Micronesia,2028-01-01,28.397502994045453
Federated States of Micronesia,2029-01-01,28.396432968430496
Federated States of Micronesia,2030-01-01,28.396178065287494
Federated States of Micronesia,2031-01-01,28.396117341869843
Federated States of Micronesia,2032-01-01,28.396102876244164
Federated States of Micronesia,2033-01-01,28.39609943022063
Federated States of Micronesia,2034-01-01,28.396098609303618
Federated States of Micronesia,2035-01-01,28.39609841374351
Canada,2026-01-01,-1.7758781990666077
Canada,2027-01-01,-1.8548850092256841
Canada,2028-01-01,-1.8630876406571057
Canada,2029-01-01,-1.8639392528442613
Canada,2030-01-01,-1.864027668778023
Canada,2031-01-01,-1.864036848281864
Canada,2032-01-01,-1.86403780131473
Canada,2033-01-01,-1.864037900260344
Canada,2034-01-01,-1.8640379105330585
Canada,2035-01-01,-1.8640379115995904
Austria,2026-01-01,6.828339195745091
Austria,2027-01-01,6.737406062499717
Austria,2028-01-01,6.710294607875681
Austria,2029-01-01,6.7022114049154595
Austria,2030-01-01,6.699801420980544
Austria,2031-01-01,6.699082891135984
Austria,2032-01-01,6.698868663509798
Austria,2033-01-01,6.698804792153349
Austria,2034-01-01,6.698785749090383
Austria,2035-01-01,6.69878007145541
